date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:53:54	496/496	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/mail.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/mail.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:53:54	357/357	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/nav.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/nav.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:53:58	19727/19727	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:53:58%20GMT	http://wadhwa-panvel.co/assets/img/connectivity-wise.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/connectivity-wise.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:53:59	22437/22437	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:54:03%20GMT	http://wadhwa-panvel.co/assets/img/travel-wise.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/travel-wise.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:53:59	1461/1461	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/loader.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/loader.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:01	15977/15977	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:53:57%20GMT	http://wadhwa-panvel.co/assets/img/access-wise.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/access-wise.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:15	98557/98557	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:54:01%20GMT	http://wadhwa-panvel.co/assets/img/info1.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/info1.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:16	90870/90870	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:54:01%20GMT	http://wadhwa-panvel.co/assets/img/info2.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/info2.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:16	820/820	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/zoom.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/zoom.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:23	216208/216208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:53:52%20GMT	http://wadhwa-panvel.co/assets/img/1.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/1.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:23	451/451	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/video-play.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/video-play.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:23	1081/1081	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jul%202019%2012:54:09%20GMT	http://wadhwa-panvel.co/assets/svg/site/call-back.svg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/svg/site/call-back.svg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:28	79366/79366	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:54:01%20GMT	http://wadhwa-panvel.co/assets/img/info3.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/info3.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:28	3101/3101	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202019%2018:23:35%20GMT	http://wadhwa-panvel.co/POST	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/POST.1d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
23:54:31	170421/170421	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Jul%202019%2012:54:03%20GMT	http://wadhwa-panvel.co/assets/js/app-1-min.js	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/js/app-1-min.js	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:54:39	200950/200950	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:54:02%20GMT	http://wadhwa-panvel.co/assets/img/location.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/location.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
23:55:03	924490/924490	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202019%2012:53:55%20GMT	http://wadhwa-panvel.co/assets/img/2.jpg	C:/My%20Web%20Sites/Wadhawa_http/wadhwa-panvel.co/assets/img/2.jpg	(from http://wadhwa-panvel.co/?gclid=EAIaIQobChMIlpCe1dTQ4wIV04RwCh1yhQFVEAAYASAAEgJMPvD_BwE)
